School Name,Address,Phone number,Details
Gokulam Preschool,"S.No 51/155, Bhairav Nagar, Dhanori Road, Dhanori   Pune - 411015, Maharashtra, India","9423008279, 9423505679",Play - Nursery Private School Co-Educational School 
Golden Wings Play Group,"Plot No. 39, Kharadkar Nagar, Vadgaon Sheri   Pune - 411014, Maharashtra, India",9860504082,Play School Private School Co-Educational School 
Goodwill English Medium and Junior College,"Sukhsagar Nagar, Lane No.4, Survey No 17,
Katraj   Pune - 411046, Maharashtra, India",(020)-26963344,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Govinda Nursery School,"2/1 C 21 Ashirvad,  tuljai Housing Society, Dhankawadi   Pune - 411043, Maharashtra, India","(020)-65290913, 65291183",Play - Nursery Private School Co-Educational School 
Gram Mangal School,"Gandhi Bhavan, Next to Poona Blind Girls' School, Kothrud   Pune - 411038, Maharashtra, India",9168644995,Private School Co-Educational School 
Greenwood School,"Indraprastha Society, Hadapsar   Pune - 411028, Maharashtra, India",9371091246,Play - Nursery Private School Co-Educational School Established in 1988 
Gulmohar Days Pre School - Kalyani Nagar,"Bungalow No. 3, Plot No. 64, Lane 13, Kalyani Nagar   Pune - 411006, Maharashtra, India",9890530248,Play - Nursery Private School Co-Educational School 
Gulmohar Days Pre School - Mundhwa,"Enrichment Centre Dhayarkar Colony, Koregaon Park Annexe, Near Passport Office, Mundhwa   Pune - 411036, Maharashtra, India",9890530248,Play - Nursery Private School Co-Educational School 
Gulvee Nursery,"RH 59, Hermes Heritage Phase II, Main Road, Yerawada   Pune - 411006, Maharashtra, India",9822452194,Play - Nursery Private School Co-Educational School 
Guru Nanak Public School and Junior College,"Gurdwara Road, Near Race Course   Pune - 411001, Maharashtra, India","(020)-26332129, 26362350",Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Gurukul,"Near Vijay Co. Op. Hsg. Society, Off University Road, Behind E-square, Ashoknagar   Pune - 411016, Maharashtra, India",7620318372,Play - Class X CBSE Board Private School Co-Educational School Established in 1992 
Gurukul English Nursery School,"S. No. 7, Revenue Colony, Dhankawadi   Pune - 411043, Maharashtra, India",(020)-24375738,Nursery School Private School Co-Educational School 
Gurukul High School,"Tungarli, Lonavala
   Pune - 410401, Maharashtra, India","(02114)-270512, 273732",Class V - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Gurumauli Kids House,"Vilas Nagar, NDA Road, Shiavane   Pune - 411023, Maharashtra, India","9271892980, 9822196169",Play - Nursery Private School Co-Educational School 
Guruvarya Academy School,"Gat No. 1193, Shine Square, Next to Radhaswami Satsangh, Chikhali   Pune - 411062, Maharashtra, India","8087388437, 7410001573, 741000157, 9373646282",Nursery - Class XII CBSE Board Private School Co-Educational School 
Gyan Kunj Play School,"Walhekar Heights, Near Greenland County (Darode Jog), Manaji Nagar, Narhe Gaon   Pune - 411041, Maharashtra, India","9850466444, 9850444466",Play - Nursery Private School Co-Educational School 
Gyanankur English School,"Kesnand Village   Pune - 412207, Maharashtra, India",9604374747,Nursery - Class V CBSE Board Private School Co-Educational School 
Hadapsar Karna Badhir Vidyalay,"235, Malwadi, Hadpsar   Pune - 411028, Maharashtra, India",(020)-2699303,Private School (School for Deaf and Dumb) Co-Educational School 
Haji Abdul Kadar Memon High School,"67, Santosh Nagar, Katraj   Pune - 411046, Maharashtra, India",(020)-24317482,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 2008 
Happy Hours Kindergarten,"48, Om Ganeshmala, Sinhagad Road   Pune - 411041, Maharashtra, India",(020)-65279502,Play - Nursery Private School Co-Educational School 
Headstart Preparatory School,"Row House No. 6, Clover Arch, Near Tele",9822198864,Play - Nursery Private School Co-Educational School 
Helen O' Grady International - Aundh,"Jungle Book, Avni Arcade, Gaikwad Nagar, Aundh   Pune - 411007, Maharashtra, India",9822534223,Play - Class V Private School Co-Educational School 
Helen O' Grady International - Kothrud,"Akshay Hall, Opposite Prithvi Hotel,
Dahanukar Circle   Pune - 411038, Maharashtra, India",9970659502,Private School Co-Educational School 
Helen O' Grady International - Off Sus Road,"Plot No. 3, Shriramkrishna Bunglow, 120/9, Near Pashan Flats, Off Sus Road   Pune - 411021, Maharashtra, India","9823444994, 8390710657",Private School Co-Educational School 
Helen O' Grady International - Wadgaon Sheri,"L1 #303 Brahma Suncity, Wadgaon Sheri   Pune - 411014, Maharashtra, India","8007916711, 7875604084, 9850913004",Private School Co-Educational School 
Helen O' Grady International - Wakad,"Plot No. 91, 92, Survey No. 228, Kaspatewasti   Pune - 411057, Maharashtra, India","9822274541, 9881103277",Play - Class V Private School Co-Educational School 
Helen O' Grady International - Wanowrie,"A6, Anusuya Enclave, Jagtap Chowk, Wanowrie   Pune - 411040, Maharashtra, India",9923051679,Play - Class V Private School Co-Educational School 
Hello Kids - Aakhyaa,"Plot.No. 30, S.No. 1/7, Near Pearl Society, Opp. Bharti Vidhyapith School, B/H Pearl Balewadi   Pune - 411045, Maharashtra, India","7378677825, 7378677852",Play - Nursery Private School Co-Educational School 
Hello Kids - Beehive,"Subhash (Bhau) Suryavanshi Tower, S.No.32/11/1, Opp. Swami Sadan, Phase-2, Near Hanuman Shani Temple   Pune - 411046, Maharashtra, India","8624024981, 9823071617",Play - Nursery Private School Co-Educational School 
Hello Kids - Bluebells,"36, Parvati Sadan, Sr.No 37/9, Janseva Graharachana Soc., Near Gajanan Maharaj Mandir, Kale Padal, Hadapsar   Pune - 411028, Maharashtra, India",9923470883,Play - Nursery Private School Co-Educational School 
Hello Kids - Bubbles,"Atharva Bunglow, Survey No.138/2/1, Narayan Nagar, Sakhare Vasti Road, Near White House PG,
Hinjewadi Phase 1, Landmark :- Green Olive Apartments   Pune - 411057, Maharashtra, India","9674757585, 9130339674",Play - Nursery Private School Co-Educational School 
Hello Kids - Campus,"Ground Floor, Snehavrunda Co-Op Housing Society, 35 to 38, Shinde Nagar, NDA Pashan Road, Bavdhan   Pune - 411021, Maharashtra, India","9850959721, 9762243815",Play - Nursery Private School Co-Educational School 
Hello Kids - Dewdrops,"'Swami Mauli Niwas', Sr. No. 1, Behind Maruti Temple, Mohmmadwadi, Hadapsar   Pune - 411060, Maharashtra, India",9096026660,Play - Nursery Private School Co-Educational School 
Hello Kids - Explorer,"Sector 29, Plot No. 114, Near D'Mart Ravet Pradhikaran   Pune - 412101, Maharashtra, India","9371704926, 9960053062",Play - Nursery Private School Co-Educational School 
Hello Kids - Jelly Beans,"Plot No.10, Trimurti HSG Society, Sainagar Mamurdi, Dehuroad   Pune - 412101, Maharashtra, India","8237020008, 8237003595",Play - Nursery Private School Co-Educational School 
Hello Kids - Kinderland,"Row House No. 6, Daffodils, Behind D Mart, Baner   Pune - 411045, Maharashtra, India",9545590044,Play - Nursery Private School Co-Educational School 
Hello Kids - Little India,"Survey No. 7/1, Jai Malhar Nagar, Thergoan, Pimpri-Chinchwad, 
Near Rathni Phata, Kalewadi (Thergaon)
   Pune - 411033, Maharashtra, India","9765762652, 7028128123, 9561051899, 9765862652",Play - Nursery Private School Co-Educational School 
Hello Kids - Little Montessori,"Plot No. 181, Sector 4, Sant Nagar, Moshi Pradhikaran   Pune - 412105, Maharashtra, India","9689926221, 9767628986",Play - Nursery Private School Co-Educational School 
Hello Kids - Rise,"Silvanti Appartment, Ground Floor, Flat No. 1, Shiral Seth Chowk,
Opp. Parmar Apartment, Near Bandu Garage, Rasta Peth   Pune - 411011, Maharashtra, India",9623986945,Play - Nursery Private School Co-Educational School 
Hello Kids - Saraswati,"S.No. 52/2, Shri Ram Society, Chandan Nagar, Pune   Pune - 411014, Maharashtra, India","9657171738, 9850336215",Play - Nursery Private School Co-Educational School 
Hello Kids - Saraswati 2,"Saraswati Institute Pune, Jadhavrao Complex, Near B.J.S College, Jadhav Vasti Nagar Road, Wagholi   Pune - 412207, Maharashtra, India","9850336215, 9657171738",Play - Nursery Private School Co-Educational School 
Hello Kids - Tinyland,"KrishnaKunj, 28/2, Nalanda Colony, Road No.7, Kamal Park, Madhav Nagar, Dhanori 
   Pune - 411015, Maharashtra, India","9890301774, 7741997722",Play - Nursery Private School Co-Educational School 
High Vision International School and Junior College,"303/1A, Somatne Phata, Talegaon Dabhade, Near Toll Naka   Pune - 410507, Maharashtra, India","9689684499, 9689687799",Nursery - Class XII CBSE Board Private School Co-Educational School 
Hill Green High School and Junior College,"S. No. 44/ 4/ 1, Holevasti, Undri   Pune - 411028, Maharashtra, India","(020)-26970437, 26970663",Nursery - Class XII CBSE Board Private School Co-Educational School 
Hindustan Antibiotics School,"Hindustan Antibiotics Colony, Old Mumbai-Pune Highway, Pimpri   Pune - 411017, Maharashtra, India","(020)-27421506, 27423110",Class V - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1958 
Holly English Medium School,"Sai Corner, Near Jagtap Dairy, Pimple Saudagar   Pune - 411027, Maharashtra, India",9850427780,Play - Nursery Private School Co-Educational School 
Honey Kids School,"Sr.No. 57, Sankalp Garden Spine Road, Chinchwade Nagar   Pune - 411033, Maharashtra, India",8408810442,Play - Nursery Private School Co-Educational School Established in 2015 
Horizon English Medium School,"Sr. No. 23/3/2, Narhe, Katraj-Mumbai Bypass Highway, Tal- Haveli   Pune - 411014, Maharashtra, India","(020)-30208119, 30208121",High Secondary School Private School Co-Educational School 
Hume Mchenry Memorial High School and Junior College,"S.D.A Campus, Salisbury Park, Gultekdi   Pune - 411037, Maharashtra, India","8087702666, 8237002667",Nursery - Class XII ICSE/ISC Board Private School Co-Educational School Established in 1938 
Humptie Dumptie Preschool,"Vishwashanti Colony, Lane No. 3, Near Govind Garden, Pimple Saudagar   Pune - 411018, Maharashtra, India","9552997199, 9881710398",Play - Nursery Private School Co-Educational School 
Hutatma Rajguru Vidyalaya,"Pandav Nagar   Pune - 411016, Maharashtra, India","(020)-25659339, 25653455",Senior Secondary School Private School Co-Educational School 
Hutchings High School and Junior College,"7, Phayre Road   Pune - 411040, Maharashtra, India",8407910011,Nursery - Class XII ICSE/ISC Board Private School Co-Educational School 
Huzurpaga Girls English Medium School,"689, Laxmi Road, Narayan Peth   Pune - 411030, Maharashtra, India","(020)-24481733, 24455484, 24451418",Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School 
I Cube Montessori School,"Survey No. 26, Plot No. 14, Near Accolade
Society, Opp. Housefull, Kharadi   Pune - 414014, Maharashtra, India","9420643826, 9422733442",Play - Nursery Private School (Montessori) Co-Educational School 
I Play I Learn,"SN No. 37/2/2B, H.No. 513, Yashwant Nagar, Behind Jadhav Children's Hospital,
Chandannagar, Kharadi   Pune - 411014, Maharashtra, India","7887898994, 7887898995",Play - Nursery Private School Co-Educational School 
Icons Kids,"Dnyendeep Complex, Nyati Chowk, Mohamdwadi Road, Mohamadwadi   Pune - 411060, Maharashtra, India","9923094732, 7767842894",Play - Nursery Private School Co-Educational School 
IIT Kids Preschool,"Opp. Kunal Icon, Pimple Saudagar   Pune - 411027, Maharashtra, India","9881871337, 9850787909",Play - Kindergarten Private School Co-Educational School 
Iken Braine Kids,"Bungalow #3, Acacia Gardens IV, Magarpatta City, Hadapsar   Pune - 411028, Maharashtra, India",9890066910,Play - Nursery Private School Co-Educational School 
Indira Atre Marathi Medium Pre-Primary and Primary School,"Rasta Peth Education Society, 352, Opp. to Ladkat Petrol Pump   Pune - 411011, Maharashtra, India",(020)-26129561,Nursery - Class V Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1996 
Indira Gandhi High School,"Pimpri Chinchwad Link Road, Jawaharlal Nehru Road, Pimpri Colony, Chinchwad   Pune - 411019, Maharashtra, India",(020)-27455029,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Indira Kids - Aundh,"Sukant Appartments, Sr. No. 149/2-A, Near Parihar Chawk, Aundh   Pune - 411007, Maharashtra, India","(020)-25896266, 25880451, 40058643",Play - Nursery Private School Co-Educational School 
Indira Kids - Baner,"Sr. No. 83/3, No-A-2, ""Atharva Residency""
Opp. Malwani Gajali Hotel, Baner   Pune - 411045, Maharashtra, India","8149022838, 8983022838, 8446022838",Play - Nursery Private School Co-Educational School 
Indira Kids - Tathwade,"Sr. No. 85/5B, New Pune Mumbai Highway, Tathwade   Pune - 411033, Maharashtra, India",7774009446,Play - Nursery Private School Co-Educational School 
Indira National School,"S.No. 111/1/2, Opp. Indira Institute Off New Pune- Mumbai Highway, Wakad   Pune - 411033, Maharashtra, India","(020)-66731707, 66731626",Class I - Class XII CBSE Board Private School Co-Educational School Established in 2007 
Indrayani Balak Mandir,"Rajpath Society, Paud Road, Kothrud   Pune - 411038, Maharashtra, India",9503536997,Play - Nursery Private School Co-Educational School 
Indus Early Learning Center - Bhosale Nagar,"Plot No. 17, Y.G. Nagar, Behind E Square, Range Hills Corner, Bhosale Nagar   Pune - 411007, Maharashtra, India","8390909900, 7767810755",Play - Nursery Private School Co-Educational School Established in 2014 
Indus Early Learning Centre,"Plot No. 122/2, Brinda, Koregaon Park, 
Lane #4   Pune - 411001, Maharashtra, India","9158888928, 9545207138",Play School Private School Co-Educational School 
Indus International School,"576, Bhukum, Tal. Mulshi   Pune - 411042, Maharashtra, India","8390905894, 8390905892, 8390905898Fax : (020) 39172228",Nursery - Class XII Private School (International) Co-Educational School 
Indus World School,"Plot No. 57, Sahyadri Park, Salunkhe Vihar Road, Next to Badhai Sweets, Kondhwa   Pune - 411048, Maharashtra, India","9923386281, 9823910744",Play - Class V CBSE Board Private School Co-Educational School 
Infant Jesus High School,"Survey No. 204/2B, Venunagar, Wakad   Pune - 411057, Maharashtra, India",7276022052,High Secondary School Private School Co-Educational School 
